ID;X;Y
194;646568.8267;6848534
195;690732.365;6873042.105
196;644056.2663;6866067.741
197;627214.9477;6887197.906
198;652013.6818;6861676.038
199;593481.6669;6824328.388
200;632215.912;6877184.771
201;642469.2827;6867124.457
202;738386.8735;6762428.14
203;653427.3992;6860462.702
204;647587.8337;6826086.019
205;649468.2085;6853577.977
206;653894.1826;6815094.288
207;642349.1491;6850387.488
208;650648.8903;6855633.625
209;644026.1787;6832024.337
210;663037.8692;6870364.551
211;639738.4698;6885937.758
212;689315.9709;6864750.261
213;626821.1896;6826403.41
214;635878.4138;6884270.909
215;612801.1351;6874367.855
216;633504.929;6880210.107
217;646718.0509;6875879.97
218;670084.3833;6829491.124
219;628803.0189;6874929.688
220;669437.8838;6863871.754
221;645726.4329;6869580.553
222;633979.6592;6877789.113
223;651600.8804;6857442.227
224;640335.3563;6860110.611
225;682319.0678;6815871.837
226;646076.8323;6876998.62
227;686089.6334;6867024.668
228;679774.7572;6812933.897
229;700581.9571;6877610.506
230;610989.2074;6876169.219
231;655036.0121;6869549.121
232;647682.6388;6829720.856
233;616238.2499;6868307.129
234;631187.4758;6876756.954
235;640889.0828;6884545.079
236;695744.1224;6808804.356
237;651114.3864;6856675.358
238;640597.1051;6845332.816
239;645567.6856;6868438.648
240;664446.9189;6874940.659
241;641005.5193;6866424.833
242;661218.9659;6859489.168
243;631107.5126;6860555.136
244;660288.9576;6866430.2
245;622512.4224;6859613.55
246;633854.6907;6883353.252
247;633854.6907;6883353.252
248;637736.3447;6855494.969
249;631150.2588;6885200.479
250;636256.5279;6881918.382
251;646110.2888;6874759.452
252;680396.8204;6786763.701
253;663803.5173;6852513.954
254;642861.5291;6863802.763
255;642861.5291;6863802.763
256;643153.6076;6880822.137
257;674317.7146;6855120.529
258;661968.9812;6864823.362
259;642583.305;6860957.526
260;631823.8462;6855803.801
261;639137.6827;6855946.035
262;639137.6827;6855946.035
263;670406.944;6823953.601
264;662048.4782;6845287.304
265;648018.5282;6857824.359
266;637807.6191;6859954.904
267;625570.2612;6876202.579
268;668242.3008;6871666.439
269;657818.8642;6849010.005
270;670934.6343;6872649.501
271;626057.9806;6858648.388
272;596191.1442;6832599.527
273;580078.5903;6788567.706
274;719861.9317;6788707.311
275;705316.2236;6804702.417
276;721314.5284;6776128.466
277;580119.033;6849107.331
278;590739.5412;6853064.277
279;661337.2338;6907273.654
280;691795.0734;6903486.891
281;681352.8292;6888506.909
282;708794.9649;6897757.846
283;657899.3393;6836356.093
284;681611.8244;6820802.904
285;632468.9739;6864946.358
286;649304.4211;6852512.881
287;676674.2126;6796426.598
288;666254.7325;6829460.506
289;638932.5186;6856479.104
290;630367.922;6863503.34
291;643686.0184;6872534.368
292;682353.5667;6783010.164
293;646816.9784;6862076.775
294;649062.406;6844727.299
295;609479.5218;6836904.35
296;646568.8267;6848534
297;644259.6756;6857469.722
298;652104.8155;6820718.664
299;639978.3215;6875903.484
300;652013.6818;6861676.038
301;658412.0214;6860956.345
302;636535.4567;6855369.22
303;729314.2583;6763744.159
304;683049.37;6777372.056
305;723566.8974;6874418.286
306;632479.4116;6874918.733
307;632479.4116;6874918.733
308;656121.8463;6845998.147
309;650849.5187;6863778.763
310;693083.9624;6862173.256
311;651576.8784;6875326.554
312;651506.0056;6881657.212
313;672046.5097;6856255.786
314;649276.0333;6874978.719
315;648905.8717;6872829.765
316;650807.5961;6873355.213
317;629406.8795;6883739.741
318;629406.8795;6883739.741
319;664035.4268;6856434.998
320;677465.1366;6820801.163
321;652093.2251;6862619.067
322;652093.2251;6862619.067
323;649466.5142;6849978.557
324;667206.3725;6864219.085
325;646724.0641;6857374.848
326;661146.9909;6834933.312
327;636455.3481;6844575.321
328;643964.7292;6877359.279
329;696602.0395;6856745.913
330;638664.8937;6877032.362
331;660368.7153;6834063.388
332;659641.4811;6837283.92
333;640300.5563;6869240.401
334;654565.9877;6843460.556
335;649961.2985;6874258.487
336;636745.4199;6860642.122
337;655097.3353;6810544.237
338;655584.6925;6799419.83
339;658102.6114;6830192.788
340;673822.1594;6875161.265
341;613073.0003;6856487.59
342;664256.3286;6855143.672
343;657928.4901;6870237.488
344;662274.7753;6856267.452
345;664161.4174;6858420.515
346;642324.4147;6890841.008
347;676288.6411;6823383.544
348;657664.2411;6890969.121
349;644504.6761;6846577.528
350;623305.7395;6892026.813
351;638169.176;6880245.881
352;691762.5299;6834874.764
353;693195.9078;6854382.948
354;703153.129;6857081.922
355;662795.0403;6893286.621
356;623657.9138;6859491.967
357;653907.804;6849986.938
358;648924.979;6837523.422
359;634577.8556;6883196.628
360;638249.7658;6871192.138
361;669319.9086;6832898.503
362;652325.414;6842005.201
363;631298.2893;6826579.46
364;632042.8483;6867421.516
365;636768.2154;6814462.227
366;617575.8221;6857837.065
367;656127.7935;6855736.023
368;641699.3697;6888210.059
369;687119.8299;6838258.232
370;688305.2105;6809619.785
371;647479.1677;6867529.706
372;620931.3088;6879072.956
373;696343.0314;6873364.738
374;624818.8706;6889359.383
375;653878.2459;6890942.084
376;660310.9903;6832626.527
377;657276.6642;6877252.6
378;633853.1353;6925576.268
379;721552.675;6781955.518
380;653488.9078;6896523.012
381;613990.6432;6909861.476
382;611592.7867;6910195.341
383;729948.9471;6882084.745
384;651028.503;6859566.764
385;663650.2424;6844512.294
386;650616.8398;6864100.093
387;652851.5476;6864719.72
388;643447.5634;6849171.196
389;646923.3875;6860926.065
390;638548.7141;6851955.662
391;636026.8335;6855923.596
392;631809.2244;6866468.218
393;654563.7444;6900573.411
394;653971.4951;6804775.446
395;677238.1474;6819517.768
396;630387.6683;6875405.732
397;646861.6009;6863682.387
398;653524.9404;6825881.349
399;627701.6572;6883563.894
400;721206.986;6827301.37
401;640390.3104;6857251.058
402;649768.1251;6843057.056
403;648262.2358;6849481.199
404;653020.19;6864341.007
405;644056.2663;6866067.741
406;622357.028;6851105.933
407;687271.1063;6865663.525
408;634479.1635;6882604.899
409;633639.0981;6866832.704
410;624173.8056;6879076.971
411;636535.4567;6855369.22
412;636482.013;6856949.016
413;650473.3505;6864302.327
414;597729.9463;6798036.913
415;726706.4208;6876951.868
416;642460.5681;6867146.363
417;632215.912;6877184.771
418;650129.0864;6860341.02
419;666808.7205;6860183.294
420;654024.0938;6873938.818
421;650500.3653;6883022.317
422;665628.8216;6842419.415
423;648544.6369;6834288.093
424;646614.3629;6868496.69
425;668404.6618;6825586.613
426;663575.0958;6850344.753
427;704579.0562;6888007.251
428;633615.8946;6873208.144
429;626121.8463;6801685.331
430;663037.8692;6870364.551
431;650207.6266;6855019.585
432;643448.1911;6857929.425
433;653352.0527;6888918.952
434;617506.4097;6862805.564
435;650856.7941;6841243.283
436;638499.7812;6844337.153
437;644731.2902;6893177.317
438;648209.4965;6875733.168
439;701912.1119;6873245.75
440;622459.0763;6896400.646
441;652093.2251;6862619.067
442;638100.6669;6865352.605
443;640039.5422;6855826.598
444;648490.3539;6866632.692
445;612820.4042;6876551.433
446;655389.1308;6875373.01
447;649296.2115;6870546.531
448;652673.8949;6876236.264
449;629534.3552;6856780.682
450;660640.8274;6860541.793
451;665197.678;6864962.104
452;597361.1625;6856013.032
453;640492.8805;6821791.26
454;654051.0805;6860596.114
455;648856.2341;6851512.953
456;637341.7528;6872098.242
457;605082.4575;6877398.826
458;605964.2565;6876733.976
459;645372.7644;6847486.74
460;641949.0431;6886719.98
461;619652.9213;6878986.299
462;692388.1586;6808726.584
463;637561.275;6844237.24
464;678439.8036;6864725.842
465;635638.9457;6866798.674
466;623561.907;6877470.867
467;620492.252;6877509.852
468;661831.4374;6881603.159
469;702322.8491;6880206.813
470;673078.4315;6859970.184
471;648086.4204;6844909.226
472;635672.2687;6862710.558
473;647308.0192;6894456.673
474;716054.7818;6874920.533
475;655662.633;6861080.004
476;662874.6459;6860040.201
477;650909.4035;6842009.722
478;650520.6961;6885371.019
479;685139.3875;6808718.507
480;661168.5531;6832012.208
481;700868.4396;6829100.375
482;643047.9675;6866473.262
483;656093.1327;6849250.509
484;648717.6553;6862741.393
485;666361.1283;6826197.549
486;634577.8556;6883196.628
487;629808.9427;6854569.377
488;631653.986;6845136.163
489;641321.8823;6858872.49
490;652391.9594;6868815.555
491;665349.0638;6888966.371
492;602293.9951;6859642.532
493;656929.2;6840026.822
494;647199.3342;6853589.675
495;662278.2773;6863443.403
496;599766.9049;6878366.105
497;639326.258;6865602.341
498;652056.8409;6870696.407
499;647714.366;6873974.004
500;686373.1871;6809133.458
501;654850.6244;6841945.658
502;640614.2037;6851312.929
503;676607.2167;6878736.425
504;674687.4504;6860010.326
505;627237.6029;6876139.746
506;673418.2644;6863970.453
507;662516.8894;6861702.338
508;659262.6018;6847919.652
509;664313.9648;6873749.836
510;587669.627;6817537.286
511;595923.2591;6827812.783
512;654112.8609;6866478.235
513;641321.8823;6858872.49
514;649819.7897;6866235.245
515;648611.4025;6850764.9
516;654242.8628;6859049.239
517;654003.2244;6860637.278
518;652851.5476;6864719.72
519;649665.81;6862759.703
520;648523.228;6865272.035
521;647518.2308;6864447.504
522;671814.0187;6860451.258
523;635475.1033;6828231.047
524;662444.6486;6861650.163
525;658701.4828;6849604.082
526;596291.1765;6883029.026
527;636319.7216;6861929.125
528;650812.188;6895256.618
529;627701.6572;6883563.894
530;685141.8897;6811853.88
531;647934.7662;6862151.341
532;658402.9743;6838850.244
533;655523.3843;6839480.88
534;645574.6865;6857989.878
535;654621.7797;6843406.48
536;644056.2663;6866067.741
537;645939.6009;6832612.486
538;622357.028;6851105.933
539;632577.9185;6879752.013
540;637683.5799;6856590.734
541;649677.1733;6865575.024
542;652793.9852;6864737.208
543;658498.8113;6852500.335
